12.27.19,1.14.19,9.30.19,7.22.19,12.31.18,12.31.17,12.27.19,2.17.20
Paul Waring,2/2/85,76,221,97, ,,,75,75,won English Am in 2005,England,England,England
Harold Varner III,8/15/90,79,157, , ,77,89,124,126,bad putter,ECU,North Carolina,Gastonia - NC
Bernd Wiesberger,10/8/85,84,201, , ,,103,22,23,4 Euro Wins 2012-2017,Austria,Austria,Oberwart - Austria
Joost Luiten,1/7/86,92,118, , ,,,84,100,bad putter,Netherlands,Netherlands,Netherlands
Kurt Kitayama,1/14/93,106,, , ,,,76,68,Euro Tour,UNLV,California,Chico - CA
Shaun Norris,5/14/82,285,71, , ,,,58,61,Sunshine Tour,South Africa,South Africa,Johannesburg - South Africa
Mike Lorenzo-Vera,1/28/85,109,123, , ,,,70,65,Euro Tour,France,France,Bayonne - France
Gavin Green,12/28/93,114,222, , ,,,228,150,,,Malaysia,Malaysia
Xin Jun Zhang,6/10/87,119,445, , ,,,131,141,winning upside: can really catch fire from tee-to-green,China,China,Guangdong - China
Lucas Herbert,12/5/95,131,85, , ,,,201,80,Mackenzie Tour,Australia,Australia,Bendigo - Australia
Marcus Kinhult,7/24/96,136,154, , ,,,83,95,Euro Tour,Sweden,Sweden,Sweden
George Coetzee,7/18/86,141,211, , ,,,188,169,Euro Tour and Sunshine Tour,,South Africa,South Africa
J.B. Holmes,4/26/82,144,97, , ,61,71,93,95,slow pace,Kentucky,Kentucky,Campbellsville - KY
Andrew Johnston,2/18/89,146,203, , ,,,152,181,Beef,England,England,London - England
Ryan Fox,1/22/87,147,94, , ,,,146,128,Euro Tour,New Zeland,New Zeland,New Zeland
Jordan L Smith,11/9/92,148,135, , ,,,148,151,won on Euro 2017,England,England,England
James Hahn,11/2/81,151,161, , ,111,95,720,473,playing well,Cal Berkley,Arizona,Scottsdale - AZ
Cameron Percy,5/5/74,153,422, , ,,,277,296,just seven top 10s on his resume with six of them coming in a single season (2017).  steady play that serves as a good floor for his value.,Australia,Australia,Melbourne - Australia
Eddie Pepperell,1/22/91,156,35, , ,,,52,63,Avoid Jan. - April - better Sept - Oct,,England,Abingdon - England
Mikko Korhonen,7/23/80,157,109, , ,,,139,155,Euro Tour,,Finland,Mantsala - Finland
Andy Sullivan,5/19/86,168,130, , ,,,137,127,Euro Tour,England,England,England
Justin Harding,2/9/86,171,83, , ,,,71,91,had a good putting run in 2019 - but doesn't seem like he will actually find any ball striking form,Lamar University,South Africa,South Africa
Scott Jamieson,11/28/83,175,199, , ,,,286,230,,Augusta State University,Scotland,Scotland
Richard Sterne,8/27/81,180,281, , ,,,165,176,Euro Tour and Sunshine Tour,,South Africa,South Africa
Fabian Gomez,10/27/78,183,579, , ,142,,233,256,won 2016 Sony and 2015 St. Jude,Argentina,Argentina,Chaco - Argentina
Adri Arnaus,10/17/94,185,132, , ,,,115,98,,Texas A&M,Spain,Spain
D.J. Trahan,12/18/80,188,928, , ,,,328,320,boosted status via KFT Finals 2019 - so less pressure on him now,Clemson,South Carolina,Charleston - SC
Sam Horsfield,10/8/96,200,163, , ,,,214,207,2017 European Tour Qualifying School graduate,Florida Gator,Florida,Manchester - United Kingdom
Chase Seiffert,8/12/91,201,653, , ,,,291,268,7 top 20s in a row on KFT 2019,FSU,Florida,Panama City - FL
Hao Tong Li,8/3/95,203, ,53, ,,,68,81,great Driver,China,China,China
Grayson Murray,10/1/93,210,264, , ,144,116,444,394,ppl don't like him,Wake Forrest,North Carolina,Raleigh - NC
Chris Paisley,3/28/86,213,142, , ,,,229,278,won on 2018 Euro Tour - BMW SA Open,Tennessee U,England,Hexham - United Kingdom
Pablo Larrazabal,5/15/83,214,227, , ,,,160,166,Euro Tour,Spain,Spain,Barcelona - Spain
Wes Roach,12/10/88,218,424, , ,,,283,319,turned pro in 2011,Duke,Tennessee,Knoxville - TN
Nicolas Colsaerts,11/14/82,221,190, , ,,,197,198,Belgium bomber,,Belgium,Belgium
Julian Suri,4/6/91,223,89, , ,,,181,217,underrated,Duke,Florida,St. Augustine - FL
Rob Oppenheim,1/12/80,230,558, , ,,,630,524,On Web - from Andover,Rollins,Massachusetts,Andover - MA
Jorge Campillo,6/1/86,240,103, , ,,,98,119,Euro Tour,Spain,Spain,Spain
Adam Svensson,12/31/93,262,416, , ,,,548,559,"6'0"" 178 lbs",Barry,Canada,Surrey - Canada
Wade Ormsby,3/31/80,276,207, , ,,,263,152,Euro Tour,,Australia,Australia
Andrea Pavan,4/27/89, ,100, , ,,,74,105,Euro Tour,Texas A&M,Italy,Rome - Italy
Jim Knous,1/24/90, ,539, , ,,,551,609,,Colorado School of Mines,Colorado,Basalt - CO
Jonathan Byrd,1/27/78, ,489, , ,,,486,496,5 PGA Tour wins - 2002 rookie of year,,Georgia,Sea Island - GA
Johnson Wagner,3/23/80, ,441, , ,,,367,405,grew up in upstate NY,Virginia Tech,North Carolina,Charlotte - NC
John Huh,5/21/90, ,342, , ,109,,772,716,2012 Rookie of the year,Cal State,Texas,Dallas - TX
Ben Martin,8/26/87, ,391, , ,,106,945,655,won 2014 Shriners,Clemson,South Carolina,Greenwood - SC
Fabrizio Zanotti,5/21/83, ,259, , ,,,278,327,,,Paraguay,Paraguay
Roberto Diaz,2/3/87, ,744, , ,,,467,312,turned pro in 2009,South Carolina,South Carolina,Myrtle Beach - SC
Sean Crocker,8/31/96, ,174, , ,,,238,253,,,Zimbabwe,Zimbabwe
Ross Fisher,11/22/80, ,78, , ,,81,223,170,High Ball Flight,England,England,England
Tim Wilkinson,7/26/78, ,795, , ,,,488,403,,St. Peter's College,New Zealand,New Zealand
Mark Anderson,2/14/86, ,717, , ,,,379,341,,USC,South Carolina,Beaufort - SC
Roberto Castro,6/23/85, ,312, , ,115,,460,528,PGA Tour,Georgia Tech,Texas,Houston - TX
Paul Dunne,11/26/92, ,124, , ,,,351,417,Irish Golfer,,Ireland,Ireland
Robert Streb,4/7/87, ,186, , ,105,109,243,279,won on 2018 KFT,Kansas State University,Kansas,Shawnee - KS
David Lipsky,7/14/88, ,189, , ,,,194,184,,Northwestern,California,Los Angeles - CA
Kyle Jones,7/15/93, ,303, , ,,,627,707,,Baylor,California,Victorville - California
Ryan Brehm,4/5/86, ,1119, , ,,,319,348,won on web in 2016,MSU,Michigan,Mount Pleasant - MI
Blayne Barber,12/25/89, ,610, , ,,122,666,719,,UCF and Auburn,Florida,Tallahassee - FL
Matthew Southgate,10/3/88, ,187, , ,,,143,162,,,England,England
Brandon Stone,4/20/93, ,108, , ,,,190,218,3 Euro Wins 2016-2018,,South Africa,South Africa
Chase Wright,6/16/89, ,232, , ,139,,514,573,,Indiana,Indiana,Muncie - IN
K.J. Choi,5/19/70, ,830, , ,,,421,443,20 worldwide victories,South Korea,Texas,Westlake - TX
Padraig Harrington,8/31/71, ,196, , ,,,312,347,3 major championships,Ireland,Ireland,Dublin - Ireland
Brandon Hagy,3/21/91, ,464, , ,151,105,484,424,from Westlake Village - CA.  good 2019 end on KFT,Cal Berkely,Arizona,Scottsdale - AZ
Brandon Harkins,7/13/86, ,269, , ,133,,635,468,,Cal State,California,Lafayette - CA
Alexander Levy,8/1/90, ,98, , ,,,272,331,Euro Tour,,France,Brandol - Frace
Julian Etulain,6/21/88, ,344, , ,,,643,720,PGA Tour,Argentina,Florida,Miami - FL
Alex Prugh,9/1/84, ,421, , ,,,524,584,turned pro in 2007,Washington,Washington,Spokane - WA
Alexander Bjork,6/7/90, ,62, , ,,,175,211,Euro Tour,,Sweden,Jönköping - Sweden
J.J. Spaun,8/21/90, ,112, , ,62,78,275,291,won in 2016 on web.com in Knoxville - TN,SDSU,Arizona,Scottsdale - AZ
Brian Campbell,3/6/93, ,697, , ,,,562,580,,Illinois,California,Orange - CA
Sean O'Hair,7/11/82, ,212, , ,141,85,595,561,,Leadbetter Golf Academy,Pennsylvania,Chadds Ford - PA
Lucas Bjerregaard,8/14/91, ,47, , ,,,78,106,Euro Tour,Denmark,Denmark,Denmark
Jamie Lovemark,1/23/88, ,162, , ,75,51,590,627,partially torn labrum,USC,Florida,Jupiter - FL
Ryo Ishikawa,9/17/91, ,220, , ,,,81,85,17 wins on Japan Golf Tour,Japan,Japan,Saitama - Japan
Camilo Villegas,1/7/82, ,891, , ,,,2072,1077,Columbian - cycling,Florida,Florida,Gainseville - FL
Hank Lebioda,1/14/94, ,473, , ,,,305,294,makes a lot of birdies,FSU,Florida,Orlando - FL
Seung Yul Noh,5/29/91, ,809,2051, ,,,1486,1476,Military,South Korea,Texas,Irving - TX
Satoshi Kodaira,9/11/89, ,61, , ,,,186,281,won 2018 RBC Heritage,Japan,Japan,Tokyo - Japan
Greg Chalmers,10/11/73, ,777, , ,,,787,686,from Sydney - Australia,Australia,Texas,Colleyville - TX
Justin Bertsch,, ,,2073, ,,,2072,2087,,,Florida,Naples - FL
Thorbjorn Olesen,12/21/89, ,43, , ,,,88,122,Denmark,Denmark,England,England
Trevor Immelman,12/16/79, ,399, , ,,,654,738,2008 Masters Champion,,South Africa,South Africa
Fred Couples,10/3/59, ,1121, , ,,,1877,1992,back issues,Houston,California,Newport Beach - CA
Retief Goosen,2/3/69, ,460, , ,,,1290,1564,South African,South Africa,Florida,Orlando - FL
Chun An Yu,8/1/98, ,2006,2073,2066,,,2072,2087,,ASU,Taiwan,Taiwan
Sam Saunders,6/30/87, ,238, , ,112,115,481,566,,Clemson,Florida,Orlando - FL
Robert Gamez,7/21/68, ,2006,2073, ,,,2072,2087,He has not played a full season on any tour since 2008. He is a Republican.,Arizona,Florida,Orlando - FL
Rod Perry,10/17/73, ,2006,2073,2066,,,2072,2087,,club pro,Florida,Orange - FL
Kelly Kraft,10/5/88, ,210, , ,131,,242,284,sucks lately,SMU,Texas,Dallas - TX
Alex Cejka,12/2/70, ,352, , ,,,637,601,Has residence in Munich - Germany,,Nevada,Las Vegas - NV
Shugo Imahira,10/2/92, ,56, , ,,,31,36,2 wins on Japan Golf Tour,Japan,Japan,Japan
Zander Lombard,1/18/95, ,309, , ,,,194,205,Sunshine Tour,South Africa,South Africa,South Africa
Scott Hend,8/15/73, ,262, , ,,,246,250,Long Hitter,Australia,Australia,Australia
Tae Hee Lee,5/26/84, ,487,400, ,,,434,510,Asian Tour player,South Korea,South Korea,South Korea
Anders Albertson,6/8/93, ,230, , ,120,,498,579,web grad 2018,Georgia Tech,Texas,Houston - TX
Braden Thornberry,4/11/97, ,1126, , ,,,904,822,NCAA champion,Ole Miss,Mississippi,Olive Branch - MS
Hunter Mahan,5/17/82, ,368, , ,147,,642,718,,OSU,Texas,Colleyville - TX
D.A. Points,12/1/76, ,508, , ,,,1147,1244,,Illinois at Urbana-Champaign,Illinois,Pekin - IL
Curtis Luck,8/9/96, ,499, , ,,,638,699,,Australia,Australia,Perth - Australia
Morgan Hoffmann,8/11/89, ,600, , ,,112,1249,1273,Web,OSU,New Jersey,Franklin Lakes - NJ
Joey Garber,8/29/91, ,439, , ,,,450,517,,Georgia,Michigan,Petoskey - MI
Cody Gribble,9/20/90, ,733, , ,,,841,856,,Texas,Texas,Dallas - TX
Seth Reeves,2/26/91, ,454, , ,138,,827,921,"6'3""",Georgia Tech,Georgia,Atlanta - GA
Stephan Jaeger,5/30/89, ,255, , ,121,,424,489,,Tennessee-Chattanooga,Germany,Munich - Germany
Austen Truslow,2/13/96, ,, , ,,,1012,1029,,,,
Freddie Jacobson,9/26/74, ,2006,2073,2066,,,1238,1253,,Sweden,Sweden,Sweden
Andrew Filbert,6/13/87, ,, ,2066,,,2072,2087,,,Florida,Naples - FL
Ricky Barnes,2/6/81, ,699, , ,,,1168,1169,"6'2""",University of Arizona,California,Stockton - CA
Kristoffer Ventura,2/24/95, ,1169, , ,,,166,193,converted conditional status to PGA Tour card.  From Norway.  Born in Mexico.,OSU,Florida,Palm Beach Gardens - FL
George McNeill,10/2/75, ,1255, , ,,,626,666,,,Florida,Naples - FL
John Merrick,3/20/82, ,1134, , ,,,1131,1157,,UCLA,California,Long Beach - CA
Kevin Stadler,2/5/80, ,2006,2073,2066,,,2072,2087,Born in Reno - NV,USC,Arizona,Scottsdale - AZ
David Duval,11/9/71, ,2006,2073,2066,,,2072,2087,Former World #1,Georgia Tech,Colorado,Cherry Hills Village - CO
Marty Jertson,8/24/80, ,2006, , ,,,1638,1658,,,Arizona,Phoenix - AZ
Chan Kim,3/24/90, ,286, , ,,,62,72,Japan Golf Tour,ASU,South Korea,South Korea
Rikuya Hoshino,5/12/96, ,168, , ,,,109,116,Japan Golf Tour,,Japan,Japan
JC Ritchie,2/24/94, ,234, , ,,,173,120,Sunshine Tour,,South Africa,South Africa
Calum Hill,11/3/94, ,2006,2073,2066,,,114,125,Challenge Tour,,England,England
Scott Vincent,5/20/92, ,153, , ,,,129,144,Asain Tour player,,Zimbabwe,Zimbabwe
Sanghyun Park,4/24/83, ,121, , ,,,135,156,Japan Golf Tour since 2014,,South Korea,South Korea
Jason Scrivener,4/18/89, ,167, , ,,,149,159,turned pro in 2010,Western Australia,Australia,Australia
Dean Burmester,6/2/89, ,149, , ,,,234,160,Euro Tour and Sunshine Tour,,South Africa,Bloemfontein - South Africa
Ryuko Tokimatsu,9/7/93, ,115, , ,,,150,172,Japan Golf Tour,,Japan,Japan
Jack Senior,7/18/88, ,515, , ,,,231,174,won on Challenge Tour,,England,England
Jaco Ahlers,10/19/82, ,345, , ,,,212,185,Sunshine Tour since 2006,,South Africa,South Africa
Yuta Ikeda,12/22/85, ,92, , ,,,162,186,20 wins on Japan Golf Tour,,Japan,Japan
Masahiro Kawamura,6/25/93, ,208, , ,,,173,187,,,Japan,Japan
John Catlin,11/15/90, ,110, , ,,,195,191,,,California,Gold River - CA
Aaron Rai,3/3/95, ,119, , ,,,171,197,Euro Tour,England,England,England
Richie Ramsay,6/15/93, ,274, , ,,,219,216,won 2006 US Am,,Scotland,Scotland
Takumi Kanaya,5/23/98, ,2006,2073,2066,,,216,221,,,Japan,Japan
Seungsu Han,9/10/86, ,134, , ,,,202,222,,,South Korea,South Korea
K.T. Kim,9/2/86, ,278, , ,,,225,227,Asain Tour and Japan Golf Tour,,South Korea,South Korea
Shota Akiyoshi,7/22/90, ,122, , ,,,201,231,,,Japan,Japan
Adrian Otaegui,11/21/92, ,67, , ,,,185,239,Euro Tour,,Spain,Spain
Ashun Wu,6/22/85, ,182,314, ,,,343,244,Euro Tour and Japan Tour,,China,Xiamen - China
Renato Paratore,12/14/96, ,252, , ,,,270,249,Euro Tour,,Italy,Rome - Italy
Hiroshi Iwata,1/31/81, ,237, , ,,,235,255,Japan Golf Tour,,Japan,Japan
Oliver Wilson,9/14/80, ,169, , ,,,211,266,,August University,England,England
Shubhankar Sharma,7/21/96, ,120, , ,,,244,271,Indian,India,India,India
Grant Forrest,6/19/93, ,235, , ,,,321,306,,University of San Diego,Scotland,North Berwick - Scotland
Matthieu Pavon,10/2/92, ,231, , ,,,432,308,Euro Tour,,France,France
Hyungjoon Lee,6/13/92, ,263, , ,,,274,313,Asian Tour player,,South Korea,South Korea
Yuki Inamori,10/2/94, ,106, , ,,,276,316,,,Japan,Japan
Rhys Enoch,6/16/88, ,469, , ,,,301,321,,East Tennessee State,England,England
Sihwan Kim,12/4/88, ,160, , ,,,269,324,,,South Korea,South Korea
Kodai Ichihara,5/29/82, ,165, , ,,,279,333,Japan Golf Tour,Japan,Japan,Japan
John Chin,4/24/87, ,494, , ,,,572,342,,California - Irvine,Virginia,Fairfax - VA
Callum Shinkwin,5/22/93, ,298, , ,,,303,356,,,England,England
Y.E. Yang,1/15/72, ,183, , ,,,309,361,2009 PGA Champion,,South Korea,South Korea
Andres Romero,5/8/81, ,388, , ,,,347,372,2008 PGA Tour rookie of year,,Argentina,Argentina
Jeunghun Wang,9/7/95, ,361, , ,,,332,375,Euro Tour and Asian Tour,,South Korea,South Korea
Soren Kjeldsen,5/17/75, ,256, , ,,,405,377,Euro Tour,,Denmark,Denmark
Poom Saksansin,6/4/93, ,138, , ,,,381,378,Asian Tour player,Thailand,Thailand,Thailand
Miguel Angel Carballo,3/22/79, ,433, , ,,,324,380,Asian Tour player,,Argentina,Argentina
Zecheng Dou,1/22/97, ,1016,621, ,,,376,385,turned pro in 2014,China,China,China
Gaganjeet Bhullar,4/27/88, ,147, , ,,,322,388,Asian Tour player,,India,India
John Oda,5/21/96, ,475, , ,,,543,400,,UNLV star,Hawaii,Hawaii
Danthai Boonma,1/23/96, ,370, , ,,,407,419,,,Thailand,Thailand
Michael Hendry,10/15/79, ,426, , ,,,888,422,,,New Zealand,New Zealand
Nicolai Hojgaard,3/12/01, ,1182, , ,,,395,426,,,Denmark,Denmark
Tommy Gainey,8/13/75, ,1734,2073, ,,,1608,438,South Carolina Technical College System,,South Carolina,Darlington - SC
Hyunwoo Ryu,9/8/81, ,159, , ,,,410,453,Asian Tour player,,South Korea,South Korea
Chris Wood,11/26/87, ,96, , ,,,345,458,3 Euro Wins 2013-2016,,England,England
Hideto Tanihara,10/16/78, ,176, , ,,,445,470,,,Japan,Hiroshima - Japan
Lee Hodges,6/14/95, ,917, , ,,,662,478,Mackenzie Tour,Alabama,Alabama,Huntsville - AL
Doyeob Mun,11/8/91, ,404, , ,,,412,479,Asian Tour player,,South Korea,South Korea
Marcus Armitage,7/15/87, ,713, , ,,,1374,481,won in 2016 on Challenege Tour,,England,England
Will Zalatoris,8/16/96, ,2006, , ,,,672,487,,Wake Forest,California,San Francisco - CA
Berry Henson,7/4/79, ,314, , ,,,509,497,,University of San Diego,California,Thousand Oaks - CA
Ryan Ruffels,4/29/98, ,1373, , ,,,607,512,Latinoamerica,,Florida,Florida
George Cunningham,8/14/95, ,349, , ,,,530,516,,Arizona,Colorado,Boulder - CO
Ben Leong,1/20/86, ,412, , ,,,472,519,,,Malaysia,Malaysia
Clement Sordet,10/22/92, ,320, , ,,,503,531,,Texas Tech University,France,France
Seunghyuk Kim,8/21/90, ,288, , ,,,525,567,Japan Golf Tour and Korean Tour,South Korea,South Korea,South Korea
David Bransdon,7/26/67, ,606, , ,,,534,570,,,Australia,Australia
James Morrison,1/24/85, ,626, , ,,,574,570,,South Carolina,England,England
Steve Wheatcroft,2/21/78, ,729, , ,,,579,582,Indiana,Indiana Bloomington,Pennsylvania,Indiana - PA
Kristoffer Reitan,3/8/98, ,1849, , ,,,568,585,skipped college golf,,Norway,Norway
Jose De Jesus Rodriguez,1/22/81, ,343, , ,,,632,589,turned pro in 2007,Mexico,Mexico,Mexico
Gonzalo Fernandez-Castano,10/13/80, ,2006,2073,2066,,,560,603,,,Spain,Spain
Kevin Dougherty,5/10/91, ,431, , ,,,545,611,,OSU,California,Murrieta - CA
Thongchai Jaidee,11/8/69, ,449, , ,,,573,617,most career earnings on Asian Tour,,Thailand,Thailand
Sangmoon Bae,6/21/86, ,329, , ,,,575,623,back from military,South Korea,South Korea,South Korea
Haraldur Magnus,3/16/91, ,1485, , ,,,602,637,,,Iceland,Iceland
Steven Alker,7/28/71, ,1673, , ,,,603,649,web.com tour player,,New Zealand,New Zealand
Will Wilcox,6/2/86, ,492, , ,,,724,672,,Alabama,Alabama,Birmingham - AL
Jens Dantorp,4/28/89, ,300, , ,,,704,696,won twice on challenge tour,,Sweden,Sweden
Oliver Bekker,12/11/84, ,292, , ,,,595,708,Sunshine Tour,,South Africa,South Africa
Jonathan Randolph,4/10/88, ,592, , ,,,694,726,,Mississippi,Mississippi,Bradon - MS
Daisuke Kataoka,10/17/88, ,247, , ,,,676,731,,,Japan,Japan
Hayden Buckley,3/1/96, ,2006, , ,,,719,734,,Missouri,Mississippi,Belden - Miss.
Chris Thompson,7/11/76, ,372, , ,,,704,774,,Kansas,Kansas,Independence - KS
Ethan Tracy,11/10/89, ,792, , ,,,801,775,won 2017 on KFT,Arkansas,Ohio,Columbus - OH
Dawie van der Walt,2/11/83, ,1200, , ,,,741,776,,,South Africa,South Africa
Nicholas Lindheim,11/9/84, ,371, , ,,,711,778,born in Mission Viejo - CA,mini tours,Florida,Satellite Beach - FL
Thomas Bjorn,2/18/71, ,1022, , ,,,739,792,Dane,,Denmark,Denmark
Tatsuya Kodai,2/1/90, ,527, , ,,,857,800,,,Japan,Japan
Harry Ellis,9/10/95, ,2006,2073,2066,,,1192,816,,Florida State University,Florida,Tallahassee - FL
Zach Wright,11/8/93, ,548, , ,,,730,819,,LSU,Arizona,Pheonix - AZ
Andres Gonzales,5/16/83, ,971, , ,,,785,820,won on web in 2014 & 2012,Oregon State,Washington,Olympia - WA
Steve Marino,3/10/80, ,709, , ,,,735,825,,Virginia,Oklahoma,Altus - OK
Sam Fidone,3/29/93, ,746, , ,,,762,836,SMU,,Texas,Lufkin - TX
Brady Schnell,4/3/85, ,390, , ,,,741,854,,Nebraska,Iowa,Spencer - IA
Billy Hurley III,6/9/82, ,1027, , ,,,826,861,,US Naval Academy,Virginia,Annapolis - MD
Hyungsung Kim,5/12/80, ,290, , ,,,743,878,Japan Golf Tour since 2009,,South Korea,South Korea
Chris Naegel,12/30/82, ,1081, , ,,,850,894,,Mississippi,California,Anaheim - CA
Yusaku Miyazato,6/19/80, ,148, , ,,,789,896,7 wins on Japan Golf Tour,,Japan,Japan
David Lingmerth,7/22/87, ,347, , ,,68,814,899,Sweeden,West Florida,Florida,Ponte Vedra Beach - FL
Brett Drewitt,11/24/90, ,842, , ,,,1388,908,turned pro 2013,,Australia,Australia
Martin Flores,2/17/82, ,608, , ,,124,830,916,Joined PGA Tour in 2010,Oklahoma,Texas,Fort Worth - TX
Derek Fathauer,1/20/86, ,457, , ,,,796,946,,Lousville,Florida,Jensen Beach - FL
Brett Stegmaier,7/2/83, ,799, , ,,,870,958,PGA Tour,Florida,Connecicut,Madison - CT
Tom Lovelady,7/23/93, ,352, , ,,,860,983,,Alabama,Alabama,Birmingham - AL
Rahil Gangjee,10/2/78, ,423, , ,,,892,1009,2 victories on Asian Tour,,India,India
Tag Ridings,9/7/74, ,870, , ,,,986,1020,born in OK City,Arkansas,Oklahoma,Oklahoma City - OK
Brett Rumford,7/27/77, ,651, , ,,,1210,1039,Euro Tour,,Australia,Australia
Minchel Choi,11/10/88, ,411, , ,,,1156,1041,,,South Korea,South Korea
Dong Seop Maeng,4/12/87, ,357,757, ,,,907,1045,Asian Tour player,,South Korea,South Korea
Masanori Kobayashi,2/14/76, ,990, , ,,,987,1062,,,Japan,Japan
Adam Bland,8/26/82, ,354, , ,,,973,1072,played on a # of world tours,,Australia,Australia
Younghan Song,7/12/91, ,283, , ,,,960,1100,,,South Korea,South Korea
Robert Garrigus,11/11/77, ,369, , ,,,1103,1121,born in Idaho,Scottsdale Community College,Arizona,Pheonix - AZ
Oscar Fraustro,6/14/82, ,612, , ,,,1064,1124,Mexican,,Mexico,Mexico City - Mexico
Kyle Reifers,10/13/83, ,946, , ,,,1068,1127,Wake Forest,,North Carolina,Charlotte - NC
Dylan Meyer,7/10/95, ,556, , ,,,1016,1139,,Illinois,Indiana,Evansville - IN
Rick Lamb,9/20/90, ,852, , ,,,1112,1145,,Tennessee U,Indiana,South Bend - IN
Conrad Shindler,7/20/88, ,678, , ,,,1061,1146,,Texas A&M,Arizona,Phoenix - AZ
William McGirt,6/21/79, ,282, , ,,87,932,1158,hip troubles,Wofford,South Carolina,Spartanburg - SC
Sam Brazel,12/28/78, ,646, , ,,,1099,1171,,,Australia,Australia
Ryan Yip,12/7/84, ,819, , ,,,1110,1180,,Kent State University,Canada,Canada
Daniel Summerhays,12/2/83, ,724, , ,,,1147,1196,,BYU,Utah,Farmington - UT
Charlie Wi,1/3/72, ,2006,2073,2066,,,2072,1198,,,South Korea,South Korea
Martin Piller,11/14/85, ,382, , ,,,1061,1204,,Texas A&M,Texas,Forth Worth - TX
Austin Connelly,9/18/96, ,410, , ,,,1176,1249,,,Texas,Irving - TX
Andrew Yun,5/17/91, ,1025, , ,,,1285,1292,3-for-15 on the season in 2018,Stanford,Washington,Tacoma - WA
Derek Ernst,5/16/90, ,836, , ,,,1221,1303,,UNLV,California,Woodland - CA
Jason Norris,9/7/72, ,578, , ,,,1246,1309,,,Australia,Australia
Arjun Atwal,3/20/73, ,613, , ,,,1317,1398,India,Nassau Community College,Florida,Windermere - FL
Ryan Evans,3/27/87, ,545, , ,,,1332,1417,won in 2017 on Challenege Tour,,England,England
Cole Miller,7/28/95, ,1512, , ,,,1437,1465,Penn State,,Pennsylvania,Allentown - PA
Sebastian Vazquez,11/7/90, ,1830,2073, ,,,2072,1480,web and PGA Latinoamerica,,Mexico,Mexico
Andrew Dorn,7/24/92, ,1254, , ,,,1431,1490,Coastal Carolina - Mackenzie Tour,,Ohio,Cincinnati - OH
Smylie Kaufman,11/30/91, ,704, , ,,,1546,1493,sucks now,LSU,Alabama,Alabama
David Gazzolo,4/11/93, ,1834, , ,,,1518,1516,,,California,Riverside - CA
Eric Axley,4/22/74, ,517, , ,,,1259,1521,2006 Valero Texas Open Champ,,Texas,Athens - TX
Armando Favela,4/23/86, ,1000, , ,,,1490,1533,Mexican,Loyola - Chicago,California,Coronado - CA
Ashton Turner,3/15/96, ,2006, ,2066,,,1561,1550,,,England,England
Jerry Kelly,11/23/66, ,1246, , ,,,2047,1559,,Hartford,Wisconsin,Madison - WI
John Peterson,4/18/89, ,829, , ,,,1458,1603,,LSU,Texas,Fort Woth - TX
Norman Xiong,10/9/98, ,1229, , ,,,1587,1644,Web,Oregon,California,Canyon Lake - CA
Scott Gregory,10/1/94, ,1672, , ,,,1669,1653,,,England,England
Ryan Vermeer,1/11/78, ,2006, , ,,,1638,1658,,,Iowa,Spencer - IA
Rich Beem,8/24/70, ,2006, , ,,,1638,1658,2002 PGA Champion,,Arizona,Phoenix - AZ
Sulman Raza,, ,2006, , ,,,1680,1680,Oregon Duck - Born in Lithuania,,Oregon,Eugene - OR
Geoff Ogilvy,6/11/77, ,911, , ,,,1584,1693,bad lately,St Leonard's College,Australia,Australia
Ryan Baca,1/18/83, ,2006, ,2066,,,1702,1701,,,Texas,Houston - TX
Ben Kern,, ,1230, , ,,,1693,1763,,Kansas State,Texas,Georgetown - TX
Sungjoon Park,6/9/86, ,1937, , ,,,1772,1763,,,South Korea,South Korea
Jason Gore,5/17/74, ,694, , ,,,1563,1771,USGA player relations,Pepperdine,California,Los Angeles - CA
Jovan Rebula,7/22/97, ,2006,2073,2066,,,1770,1780,El's Nephew,,South Africa,South Africa
Robert Allenby,7/12/71, ,1269, , ,,,1770,1781,,,Australia,Australia
Casey Wittenberg,11/30/84, ,1472, , ,,,1798,1794,OSU,,Tennessee,Memphis - TN
Theo Humphrey,, ,1303, , ,,,1780,1809,Amateur,Vanderbuilt,Illinois,Chicago - IL
Parker McLachlin,5/10/79, ,1208, , ,,,1747,1819,,UCLA,Hawaii,Honolulu - HI
Stuart Appleby,5/1/71, ,954, , ,,,1740,1823,2010 comeback playerof year,Australia,Australia,Australia
Daniel Chopra,12/23/73, ,1197, , ,,,1827,1833,,,Sweden,Sweden
Michael Hebert,12/17/90, ,966, , ,,,1733,1859,Born in Orlando - FL,Auburn,Florida,Palm City - FL
Angel Cabrera,9/12/69, ,1416, , ,,,1892,1894,2 time major champ,,Argentina,Argentina
Matt Parziale,6/5/87, ,1373,1767, ,,,1846,1901,Southeastern University,,Massachusetts,Brockton - MA
Luis Gagne,8/27/97, ,1373, , ,,,1846,1901,,LSU,Florida,Orlando - FL
Sam Locke,8/11/98, ,1546, , ,,,1914,1929,,,Scotland,Scotland
Chris Crisologo,1/31/96, ,1625, , ,,,1943,1958,,,Canada,Canada
Spencer Levin,6/15/84, ,1135, , ,,,1962,1971,web.com tour,UCLA,California,Sacremento - CA
Cameron Wilson,11/2/92, ,1577, , ,,,1954,1985,Lefty,Stanford University,Connecicut,Stamford - CT
